location,Latitude,Longitude
"Al Samar 2, Al Samar, The Greens, Dubai",25.0935136,55.1728556
"Lulu Building, Al Barsha 1, Al Barsha, Dubai",25.1097125,55.1961366
"Ajman One Tower 5, Ajman One Towers, Al Sawan, Ajman",25.3925714,55.4680405
"Odora, DAMAC Hills 2 (Akoya by DAMAC), Dubai",24.9946818,55.3950301
"Pacific Bora Bora, Pacific, Al Marjan Island, Ras Al Khaimah",-16.5004126,-151.7414904
"Zara Residence, Al Rashidiya 2, Al Rashidiya, Ajman",25.396997,55.4471404
"Zone 7, Hydra Village, Abu Dhabi",24.547616,54.6998347
"Al Salamah, Umm Al Quwain",25.5507975,55.5524476
"Bel Ghailam Tower, Corniche Road, Abu Dhabi",24.4724375,54.3411377
"Manazil Al Barsha 02, Al Barsha 1, Al Barsha, Dubai",25.1082957,55.1989327
"Centaury, DAMAC Hills 2 (Akoya by DAMAC), Dubai",24.9963198,55.3756531
"V-11, Russia Cluster, International City, Dubai",25.1700966,55.40296
"Al Beed Tower, Shams Abu Dhabi, Al Reem Island, Abu Dhabi",24.5094297,54.4053275
"Grand Mosque District, Abu Dhabi",24.4128334,54.4749754
"Al Ghozlan 3, Al Ghozlan, The Greens, Dubai",25.0913813,55.1741657
"Al Nasr Building 2, Oud Metha, Bur Dubai, Dubai",25.242878,55.3158179
"Al Fakhama Building, Al Majaz 1, Al Majaz, Sharjah",25.3336497,55.39137
"Al Maged Building, Al Qasimia, Sharjah",25.3404105,55.392762
"Azurite Tower, Al Jaddaf, Dubai",25.2218478,55.3244159
"Binghatti East, Dubai Residence Complex, Dubai",25.0860847,55.3883098
"Hor Al Anz East, Hor Al Anz, Deira, Dubai",25.2769983,55.3337049
"Al Amerah, Ajman",25.3899573,55.582949
"Danet Tower A, Danet Abu Dhabi, Abu Dhabi",24.4293279,54.436176
"Binghatti Residence, Dubai Silicon Oasis, Dubai",25.125475,55.4023934
"Eid Mohammad Rashid Bin Turkeya Falasi Building, Al Murar, Deira, Dubai",25.2763552,55.3095108
"Manazil Al Barsha First 02, Al Barsha 1, Al Barsha, Dubai",25.1148252,55.1926405
"M. Abdullah Qader Building, Al Hamriya, Bur Dubai, Dubai",25.2601903,55.3046728
"Damisco 2, JVC District 13, Jumeirah Village Circle (JVC), Dubai",25.0479767,55.2100817
"Muzoon Building, Al Raha Beach, Abu Dhabi",24.4433336,54.5892105
"Freej Residence, Al Furjan, Dubai",25.0325239,55.1487846
"Al Warqaa Building, Al Warqaa 1, Al Warqaa, Dubai",25.1874594,55.4056356
"Dunes Village, Phase 2, Dubai Investment Park (DIP), Dubai",24.9861939,55.2021021
"Tower 32, Al Reef Downtown, Al Reef, Abu Dhabi",24.4570255,54.6732983
"Emirates Lake Towers, Ajman",25.4052165,55.5136433
"Al Rass, Umm Al Quwain",25.5565632,55.543279
"C12 Building, Al Raha Beach, Abu Dhabi",24.5223193,54.6259474
"Tiara Residences, Palm Jumeirah, Dubai",25.1159397,55.1407374
"Al Khezamia, Sharjah",25.3412769,55.4388546
"Solaire 12, Al Raffa, Bur Dubai, Dubai",25.2574631,55.2934609
"Sobha Creek Vistas, Sobha Hartland, Dubai",25.1769069,55.3107258
"Conrad Commercial Tower, Sheikh Zayed Road, Dubai",25.0653824,55.2456451
"Al Basha 6, International City Phase 2 (Warsan 4), International City, Dubai",25.1481822,55.4009738
"Electra Tower, Electra Street, Abu Dhabi",24.453884,54.3773438
"Ajman Twin Towers, Al Nuaimiya 3, Al Nuaimiya, Ajman",25.3776179,55.4586129
"Mazaya 24, Queue Point, Liwan, Dubai",25.1030889,55.3670472
"The Grand Avenue, Al Nasserya, Sharjah",25.3643466,55.4063762
"V-02, Russia Cluster, International City, Dubai",25.1707268,55.4035599
"Terhab Hotel and Towers, JVT District 3, Jumeirah Village Triangle (JVT), Dubai",25.0411078,55.1838111
"Al Qusais Industrial Area, Al Qusais, Dubai",25.2880583,55.3945655
"Mushrif Villas, Al Mushrif, Abu Dhabi",24.4256493,54.4098515
"Wasl Aqua, Al Karama, Dubai",25.2406748,55.3017746
"Tahiti, Pacific, Al Marjan Island, Ras Al Khaimah",-17.6509195,-149.4260421
"Amber Tower, Shams Abu Dhabi, Al Reem Island, Abu Dhabi",24.5107977,54.4059179
"The Address Residence Sky View, Downtown Dubai, Dubai",25.2015914,55.2705381
"Cornich Al Khalidiyah, Al Khalidiyah, Abu Dhabi",24.4653153,54.3522282
"Al Shaibani Building, Al Nahda 2, Al Nahda (Dubai), Dubai",25.2931638,55.3743372
"Al Musalla, Sharjah",25.35701,55.3959492
"Mediterranean Cluster, Jumeirah Islands, Dubai",25.058,55.15368
"Millennium Place Barsha Heights Hotel, Barsha Heights (Tecom), Dubai",25.092076,55.1764122
"Al Gharayen 1, Al Gharayen, Sharjah",25.2978915,55.5191857
"Khalidiya Village, Al Khalidiyah, Abu Dhabi",24.4687491,54.3499605
"Al Shuwaihean, Sharjah",25.3608001,55.3883392
"Ajman One Tower 1, Ajman One Towers, Al Sawan, Ajman",25.395062,55.4307058
"Al Najah Building, Al Karama, Dubai",25.2500786,55.3111674
"Warsan Akasya, International City Phase 2 (Warsan 4), International City, Dubai",25.1481822,55.4009738
"Building 19, City Walk, Al Wasl, Dubai",25.2074895,55.2625253
"Signature Villas Frond P, Signature Villas Palm Jumeirah, Palm Jumeirah, Dubai",25.11188,55.1329324
"Baynuna Tower 1, Al Hosn, Abu Dhabi",24.482741,54.3505625
"Rak City, Ras Al Khaimah",25.7994389,55.9483882
"Sedki Building, Al Nahda 1, Al Nahda (Dubai), Dubai",25.2919567,55.365513
"Al Warsan, Dubai",25.1479624,55.3888851
"Tower 34, Al Reef Downtown, Al Reef, Abu Dhabi",24.4570255,54.6732983
"Jebel Ali Industrial Area 1, Jebel Ali Industrial Area, Jebel Ali, Dubai",25.0042323,55.1174637
"RDK 1207 Building, Dubai Investment Park (DIP), Dubai",25.004898,55.1554468
"ENI Mangrove, Al Qurm, Ras Al Khaimah",25.7742147,55.9610768
"Al Salam Tower, Tourist Club Area (TCA), Abu Dhabi",24.4996816,54.3707626
"Turrfa, Sharjah",25.3461555,55.4210932
"Tower 20, Al Reef Downtown, Al Reef, Abu Dhabi",24.4570255,54.6732983
"O Ten, Dubai Healthcare City Phase 2, Al Jaddaf, Dubai",25.216757,55.3309395
"BNH Twin Towers, Al Furjan, Dubai",25.022953,55.1568988
"Al Salem Tower 2, Al Nahda 1, Al Nahda (Dubai), Dubai",25.2903359,55.3785367
"Industrial Area 12, Industrial Area, Sharjah",25.3139132,55.4333172
"P-01, France Cluster, International City, Dubai",25.1609303,55.4007923
"KG Tower, Dubai Marina, Dubai",25.0694647,55.1274529
"Tower 36, Al Reef Downtown, Al Reef, Abu Dhabi",24.4570255,54.6732983
"Al Falahi Tower, Danet Abu Dhabi, Abu Dhabi",24.4948004,54.3707364
"ADCP Building, Tourist Club Area (TCA), Abu Dhabi",24.5003522,54.3782985
"Mankhool 56, Al Mankhool, Bur Dubai, Dubai",25.2572697,55.2963836
"Y-15, England Cluster, International City, Dubai",25.1736832,55.4049437
"Al Naseem, Al Bandar, Al Raha Beach, Abu Dhabi",24.4511944,54.5995572
"Souks Residential, Al Mamsha, Muwaileh, Sharjah",25.3076868,55.4677336
"JVC District 17, Jumeirah Village Circle (JVC), Dubai",25.0601975,55.2093505
"Mina Al Arab, Ras Al Khaimah",25.7206117,55.8370705
"Dafan Al Khor, Ras Al Khaimah",25.7733129,55.9330739
"Ajdan Residence, Al Mankhool, Bur Dubai, Dubai",25.2522451,55.2966032
"SHK Wadeema, Al Raha Beach, Abu Dhabi",24.5223193,54.6259474
"Al Seer, Ras Al Khaimah",25.7982826,55.9734535
"Riggat Al Buteen, Deira, Dubai",25.2580614,55.3233351
"Zone 15, Mohammed Bin Zayed City, Abu Dhabi",24.3261955,54.5320081
"Abdulla Shaiba Building, Al Nahda (Sharjah), Sharjah",25.2996601,55.3697209
"Bayt Al Muteena 01, Al Muteena, Deira, Dubai",25.2716875,55.3226406
"Al Otaiba Building, Al Hamriya, Bur Dubai, Dubai",25.2579108,55.3035605
"Lavender Tower, Emirates City, Ajman",25.3910202,55.5718325
"King Faisal Street, Ajman",25.3889092,55.447063
"Paradise View 1, Majan, Dubai",25.0953556,55.3216864
"Park Rotana, Khalifa Park, Eastern Road, Abu Dhabi",24.4255478,54.4694026
"Yasmin Village Terrace Apartments, Yasmin Village, Ras Al Khaimah",25.7418519,55.9846665
"Lilac Park, JVC District 12, Jumeirah Village Circle (JVC), Dubai",25.0542665,55.2132913
"Novi 3 Residences, Majan, Dubai",25.0888871,55.31562
"Grand Paradise, JVC District 15, Jumeirah Village Circle (JVC), Dubai",25.0601975,55.2093505
"Q Gardens, Arjan, Dubai",25.0673846,55.2348119
"Dania 3, Dania District, Midtown, Dubai Production City (IMPZ), Dubai",25.0317773,55.1900227
"API Arjan Two Building, Arjan, Dubai",25.0678022,55.2423394
"Tulip Oasis 1, Dubai Silicon Oasis, Dubai",25.1164612,55.3782854
"RDK Tower 3, RDK Towers, Najmat Abu Dhabi, Al Reem Island, Abu Dhabi",24.4819431,54.405936
"Binghatti Horizons, Dubai Silicon Oasis, Dubai",25.1206203,55.3725432
"Ost Tower, International City Phase 2 (Warsan 4), International City, Dubai",25.1481822,55.4009738
"Sarai Apartments, Palm Jumeirah, Dubai",25.1405326,55.1369855
"Binghatti Pearls, Dubai Silicon Oasis, Dubai",25.1084055,55.376363
"Al Hosn, Abu Dhabi",24.4803672,54.3505905
"Al Ghaith Tower, Hamdan Street, Abu Dhabi",24.490644,54.3638921
"Al Dhafra Street, Al Mushrif, Abu Dhabi",24.4294452,54.4121441
"Azizi Riviera 27, Azizi Riviera, Meydan One, Meydan City, Dubai",25.1725605,55.3051057
"Zig Zag Building, Tourist Club Area (TCA), Abu Dhabi",24.5003522,54.3782985
"Bayt Al Muteena 03, Al Muteena, Deira, Dubai",25.2711625,55.3213594
"Khor Fakkan, Sharjah",25.34167,56.3486234
"Masakin Al Furjan, Al Furjan, Dubai",25.0300943,55.1489381
"Majestic Tower, Business Bay, Dubai",25.1844221,55.2812208
"Dahan, Ras Al Khaimah",25.7791511,55.9327896
"Al Qusaidat, Ras Al Khaimah",25.7561401,55.9799295
"Burj Residency, JVC District 11, Jumeirah Village Circle (JVC), Dubai",25.0617417,55.2123317
"G-02, Morocco Cluster, International City, Dubai",25.1618209,55.4187833
"Ice Residence, Al Furjan, Dubai",25.0240731,55.1579438
"Delta Hotels by Marriott Jumeirah Beach, Jumeirah Beach Residence (JBR), Dubai",25.0778203,55.1361322
"AHII Qasimiya Building, Al Qasimia, Sharjah",25.3454715,55.392256
"Union Tower, Al Seer, Ras Al Khaimah",25.7997021,55.9608764
"InterContinental Dubai Marina, Dubai Marina, Dubai",25.0789633,55.1378512
"P-23, France Cluster, International City, Dubai",25.1620857,55.4033386
"Qattouf Community, Al Raha Gardens, Abu Dhabi",24.435987,54.5800272
"Al Khail Heights Building 3A, Al Khail Heights, Al Quoz 4, Al Quoz, Dubai",25.1491849,55.2462495
"Al Madar building, Al Majaz 1, Al Majaz, Sharjah",25.3375106,55.3883392
"ASB Tower, Dubai Silicon Oasis, Dubai",25.1104567,55.3773577
"Al Rasheed 2 Building, Al Taawun, Sharjah",25.3061503,55.3686834
"Qasimia University Building, Al Khan, Sharjah",25.2964512,55.4628964
"Al Quoz, Dubai",25.1514047,55.250782
"Al Khail Gate Phase 1, Al Khail Gate, Al Quoz Industrial Area 2, Al Quoz Industrial Area, Al Quoz, Dubai",25.1420807,55.2530753
"Harbour Views, Dubai Creek Harbour, Dubai",25.2075153,55.3421179
"Nibras Oasis 1, Dubai Silicon Oasis, Dubai",25.1151723,55.3897216
"Montazah Tower, Khalidiyah Street, Al Khalidiyah, Abu Dhabi",24.468285,54.3408227
"Silk Leaf, The Residences, Al Barari, Dubai",25.0985252,55.3147657
"Sahara Tower 4, Sahara Towers, Al Nahda (Sharjah), Sharjah",25.2985036,55.3671287
"Al Salam Building, Liwan 2, Dubai",25.2200179,55.2740112
"Liwan Pearl, Liwan, Dubai",25.1099982,55.3690278
"Goldcrest Dream Towers, Emirates City, Ajman",25.3933138,55.5745428
"AKA Residence, JVC District 11, Jumeirah Village Circle (JVC), Dubai",25.0580378,55.2098703
"Al Jazairi Baradat Building, Industrial Area 1, Industrial Area, Sharjah",25.3159826,55.3854361
"Coral Residence, Dubai Silicon Oasis, Dubai",25.1090946,55.3793896
"Jumeirah Village Triangle (JVT), Dubai",25.0472882,55.1900227
"Fairmont Dubai, Sheikh Zayed Road, Dubai",25.2263862,55.2843871
"Al Qattara, Al Ain",24.2461306,55.7168479
"Ansam 4, Ansam, Yas Island, Abu Dhabi",24.484259,54.5994258
"District 7G, JVT District 7, Jumeirah Village Triangle (JVT), Dubai",25.0512167,55.1904223
"JLT Cluster R, Jumeirah Lake Towers (JLT), Dubai",25.0778893,55.1466176
"RDK Tower 2, RDK Towers, Najmat Abu Dhabi, Al Reem Island, Abu Dhabi",24.4819431,54.405936
"Hamriyah Free Zone, Sharjah",25.3461555,55.4210932
"Nasser Building, Union Square, Deira, Dubai",25.2663361,55.3145054
"Golden Mile, Palm Jumeirah, Dubai",25.1068578,55.1472338
"Al Nasr Palace, Oud Metha, Bur Dubai, Dubai",25.2435019,55.3151267
"Two Seasons Hotel and Apartments, Dubai Internet City, Dubai",25.1029133,55.1722716
"The Villa, Dubai",25.0876881,55.3613635
"Al Markaziya, Abu Dhabi",24.4895641,54.3662042
"Ajman Industrial 2, Ajman Industrial, Ajman",25.3808515,55.4713993
"Q-10, France Cluster, International City, Dubai",25.1609303,55.4007923
"Mohd Rafi Qassimi & Mohd Saleh Ahmed, Al Karama, Dubai",25.2489204,55.3060551
"Sara Tower, Al Majaz 3, Al Majaz, Sharjah",25.329845,55.375674
"Al Alka, The Greens, Dubai",25.0909804,55.1751684
"Al Attar Tower, Sheikh Zayed Road, Dubai",25.2129056,55.2773547
"Al Barakah Building, Al Muteena, Deira, Dubai",25.2591116,55.3035886
"Green View Residences, Barsha Heights (Tecom), Dubai",25.0960903,55.1790233
"Al Jafiliya, Dubai",25.2378401,55.2839416
"Nilona Residence, Dubai Residence Complex, Dubai",25.096031,55.3717204
"Al Marjan Island, Ras Al Khaimah",25.6766071,55.7397801
"Manazil Tower 2, Al Khan, Sharjah",25.3126344,55.3759532
"Al Rayan Tower, Danet Abu Dhabi, Abu Dhabi",24.4296004,54.4366886
"Cornich Ras Al Khaimah, Ras Al Khaimah",25.8006926,55.9761994
"Square 334, Al Satwa, Dubai",25.21937,55.272887
"Al Hikma Residence, International City Phase 2 (Warsan 4), International City, Dubai",25.1419934,55.4003037
"Yasmin Village, Ras Al Khaimah",25.7418519,55.9846665
"Parkside Residence B, Parkside Residence, Shams Abu Dhabi, Al Reem Island, Abu Dhabi",24.4981352,54.4109274
"JR Residence 4, Al Mowaihat 3, Al Mowaihat, Ajman",25.3678125,55.4950625
"Golden Sands Tower, Al Nahda (Sharjah), Sharjah",25.3078994,55.377228
"Dubailand Oasis, Dubailand, Dubai",25.2048493,55.2707828
"Al Haseen Residences, Dubai Industrial Park, Dubai",24.8761923,55.0495526
"Emerald Tower, JVC District 18, Jumeirah Village Circle (JVC), Dubai",25.0601975,55.2093505
"Atiq Obaid Saeed Bel Heli Building, Al Karama, Dubai",25.2489204,55.3060551
"Zee Zee Tower, Al Barsha 1, Al Barsha, Dubai",25.1103799,55.1954315
"Building 78, Mediterranean, Discovery Gardens, Dubai",25.0462976,55.1373982
"Serena, Dubai",25.0365204,55.2830066
"Golden Wood Views, JVT District 3, Jumeirah Village Triangle (JVT), Dubai",25.0401649,55.1824056
"B-08, China Cluster, International City, Dubai",25.1706735,55.4151913
"Al Neem Residence, Rawdhat Abu Dhabi, Abu Dhabi",24.4207618,54.4641614
"Acacia, Park Heights, Dubai Hills Estate, Dubai",25.1129375,55.2463678
"Muhaisnah 3, Muhaisnah, Dubai",25.2712259,55.4042518
"Al Nasr Street, Abu Dhabi",24.3215707,54.5520934
"Al Fahidi, Bur Dubai, Dubai",25.2640103,55.2886721
"Corniche Tower, Al Khalidiyah, Abu Dhabi",24.4716527,54.3412005
"Al Maryah Island, Abu Dhabi",24.4984378,54.3890855
"Horizon Tower B, Horizon Tower, Ajman Downtown, Ajman",25.3943883,55.4546228
"Al Moosawi Grand Residence, Al Barsha 1, Al Barsha, Dubai",25.1100311,55.2042256
"Manara 8, Manara, Badrah, Dubai Waterfront, Dubai",24.955556,54.909444
"Maze Tower, Sheikh Zayed Road, Dubai",25.2156624,55.2793444
"Ajyad Building, JVC District 10, Jumeirah Village Circle (JVC), Dubai",25.065054,55.2057745
"Building 34, Zen Cluster, Discovery Gardens, Dubai",25.0390117,55.1444815
"Building 47, Mediterranean, Discovery Gardens, Dubai",25.0447014,55.1362245
"Soul Avenue, Al Mamzar, Dubai",25.2957657,55.3597326
"Moosawi Building, Oud Metha, Bur Dubai, Dubai",25.27019,55.311018
"Falcon City of Wonders, Dubai",25.0999071,55.3420226
"Abdul Rahim Mohd Al Zarooni Building, Al Mankhool, Bur Dubai, Dubai",25.2690801,55.294994
"The Crescent, Palm Jumeirah, Dubai",25.1124317,55.138978
"Sea Shore Villas, Abu Dhabi Gate City (Officers City), Abu Dhabi",24.3931196,54.4961349
"Al Mujarrah, Sharjah",25.3670842,55.39249
"Liwa Street, Abu Dhabi",24.4893539,54.3582042
"Tower 14, Al Reef Downtown, Al Reef, Abu Dhabi",24.4570255,54.6732983
"Shamal Waves, JVC District 14, Jumeirah Village Circle (JVC), Dubai",25.0508608,55.1985538
"Al Mamourah, Ras Al Khaimah",25.8147079,55.9759169
"The Gate, Aljada, Sharjah",25.3461555,55.4210932
"Khalidiyah Palace Rayhaan, Al Ras Al Akhdar, Abu Dhabi",24.4559942,54.3188465
"Makeen Al Furjan Villas, Al Furjan West, Al Furjan, Dubai",25.0270506,55.1481915
"Al Majaz Gardens, Al Majaz 3, Al Majaz, Sharjah",25.3343821,55.37234
"Sheikha Salama Tower, Khalidiyah Street, Al Khalidiyah, Abu Dhabi",24.4678472,54.339798
"Abu Shagara Tower, Abu Shagara, Sharjah",25.3363068,55.3959492
"Al Fardan Centre, Al Majaz 3, Al Majaz, Sharjah",25.3239872,55.3822414
"Awqaf Building, Al Khan, Sharjah",25.296143,55.385913
"Zone 7, Mohammed Bin Zayed City, Abu Dhabi",24.3477446,54.553266
"Al Hashimi Building, Al Karama, Dubai",25.2476592,55.3016334
"Masaken Al Muteena 02, Al Muteena, Deira, Dubai",25.2727211,55.3292835
"Dawson House, Meydan Avenue, Meydan City, Dubai",25.1553885,55.2923843
"Thanaya Building, Al Matar, Abu Dhabi",24.423941,54.6462711
"Y-07, England Cluster, International City, Dubai",25.1736832,55.4049437
"Eastern Mangrove Promenade 2, Eastern Mangrove Promenade, Eastern Mangroves Complex, Al Zahraa, Abu Dhabi",24.4464391,54.4384601
"Rihan Heights Tower A, Rihan Heights Towers, Zayed Sports City, Abu Dhabi",24.415811,54.4543442
"Kappa Acca 5, Residential District, Dubai South, Dubai",24.9391125,55.2238894
"Al Wazir Building, Al Nahda (Sharjah), Sharjah",25.3035108,55.378795
"Building 50, Mediterranean, Discovery Gardens, Dubai",25.0436229,55.1355663
"Contemporary, Discovery Gardens, Dubai",25.0366722,55.1453222
"Al Maqtaa, Abu Dhabi",24.4202828,54.4861512
"Liwa Centre Tower 3, Liwa Centre, Hamdan Street, Abu Dhabi",24.4878233,54.3610393
"Nad Al Sheba 2, Nad Al Sheba, Dubai",25.1605448,55.353065
"Indigo Central 6, Al Manara, Dubai",25.1398566,55.2172857
"Ministries Complex, Al Matar, Abu Dhabi",24.4308459,54.4649976
"Al Banoosh Building, Al Rashidiya 1, Al Rashidiya, Ajman",25.4010466,55.4532836
"Rigga Road, Al Rigga, Deira, Dubai",25.2643465,55.3221723
"Sharjah Sustainable City, Sharjah",25.3593764,55.5515698
"Westar Vista, JVC District 13, Jumeirah Village Circle (JVC), Dubai",25.0482948,55.2117424
"Al Hawai Twin Towers, Al Nahda 2, Al Nahda (Dubai), Dubai",25.2972465,55.3803407
"Qube Residence, Al Nahda 2, Al Nahda (Dubai), Dubai",25.2878389,55.3782877
"Fujairah Tower, Fujairah",25.1213365,56.3339123
"Al Seef Village Mall, Al Seef Village, Al Salam Street, Abu Dhabi",24.4353495,54.4559112
"X-15, England Cluster, International City, Dubai",25.1736832,55.4049437
"Saif Belhasa, Barsha Heights (Tecom), Dubai",25.0937489,55.1766079
"Residence 0943, Hor Al Anz, Deira, Dubai",25.2766571,55.3290596
"Tiara East Tower, Tiara United Towers, Sheikh Zayed Road, Dubai",25.187447,55.258211
"Building 100, Mediterranean, Discovery Gardens, Dubai",25.0431161,55.1402973
"Crown Plaza, Sheikh Zayed Road, Dubai",25.0699544,55.1370806
"Zone 25, Mohammed Bin Zayed City, Abu Dhabi",24.3319577,54.5319233
"Beach Tower, Corniche Road, Abu Dhabi",24.453884,54.3773438
"EMR-23, Emirates Cluster, International City, Dubai",25.1602,55.4228923
"Sobha Daffodil, JVC District 13, Jumeirah Village Circle (JVC), Dubai",25.0471516,55.2066323
"Abdulla Al Fahed 1 Building, Al Karama, Dubai",25.2496943,55.2975911
"Al Alkeem Heights, Aljazeera Al Hamra, Ras Al Khaimah",25.7055605,55.816631
"Al Mizhar 2, Al Mizhar, Dubai",25.2435949,55.4610075
"Breeze Park, Al Ghadeer, Abu Dhabi",24.8439628,55.0288026
"Al Aryam Tower, Tourist Club Area (TCA), Abu Dhabi",24.5073296,54.3765258
"Al Qulayaah, Sharjah",25.3758638,55.3987166
"Tiger 4 Building, Al Taawun, Sharjah",25.3087968,55.3701814
"Nation Tower A, Nation Towers, Corniche Area, Abu Dhabi",24.464233,54.3274707
"Bahwan Tower Abu Shagara, Abu Shagara, Sharjah",25.3336267,55.3924518
"Liwa Oasis 1, Liwa Oasis, Dubai Silicon Oasis, Dubai",25.1179461,55.3914969
"Al Khan Palace, Al Khan, Sharjah",25.3191613,55.3762785
"Al Yasmeen Tower, Al Majaz 2, Al Majaz, Sharjah",25.316469,55.3832806
"CBD-C04, Central Business District, International City, Dubai",25.1675706,55.4049228
"Al Helal Al Zahaby 2 Building, International City Phase 2 (Warsan 4), International City, Dubai",25.1481822,55.4009738
"Al Khaled Tower, Al Nuaimiya 3, Al Nuaimiya, Ajman",25.3895715,55.4359831
"City Walk, Al Wasl, Dubai",25.2074895,55.2625253
"Tonga, Pacific, Al Marjan Island, Ras Al Khaimah",25.6766071,55.7397801
"DAMAC Hills, Dubai",25.0292369,55.2527796
"Lakeside Tower B, Lakeside, Dubai Production City (IMPZ), Dubai",25.0358559,55.2011248
"Manara 2, Manara, Badrah, Dubai Waterfront, Dubai",24.955556,54.909444
"Al Jurf Industrial Area, Al Jurf, Ajman",25.4347517,55.5251783
"Rashid Bin saqar Building, Abu Shagara, Sharjah",25.3363068,55.3959492
"Four Points By Sheraton, Sheikh Zayed Road, Dubai",25.2140133,55.2760885
"Al Qadesia, Al Nahda (Sharjah), Sharjah",25.299402,55.3797033
"Azure, Dubai Marina, Dubai",25.0729448,55.1372564
"Masaken Al Muraqqabat 06, Al Muraqqabat, Deira, Dubai",25.2643625,55.3256094
"Al Muhairbi Building, Al Garhoud, Dubai",25.2454629,55.3394171
"Masaken Al Hamriya 02, Al Hamriya, Bur Dubai, Dubai",25.2601903,55.3046728
"Al Marri Residences, Al Warqaa 1, Al Warqaa, Dubai",25.1847235,55.4088074
"Manara 3, Manara, Badrah, Dubai Waterfront, Dubai",24.9498825,55.048993
"Red Residence, Dubai Sports City, Dubai",25.0404232,55.222963
"Lootah Residence, International City Phase 2 (Warsan 4), International City, Dubai",25.1481822,55.4009738
"Al Khan 5 Tower, Al Khan, Sharjah",25.3120609,55.3754631
"Bin Kamil Tower, Al Khan, Sharjah",25.3167716,55.3648086
"Continents Tower, JVC District 13, Jumeirah Village Circle (JVC), Dubai",25.0492445,55.2154609
"Ghoroob Mirdif, Mirdif, Dubai",25.2119442,55.4173992
"Mubarak Bin Mohammed Street, Al Khalidiyah, Abu Dhabi",24.4693205,54.3538943
"Bin Ham Tower B, Bin Ham Towers, Al Taawun, Sharjah",25.3029358,55.3645602
"Tiger 3 Building, Al Taawun, Sharjah",25.3152093,55.3756166
"Al Manzil 2, Jumeirah Garden City, Al Satwa, Dubai",25.222671,55.275561
"Abraj Al Mamzar Block A, Abraj Al Mamzar, Al Mamzar, Dubai",25.286824,55.3582701
"Lulu Towers, Sheikh Khalifa Bin Zayed Street, Abu Dhabi",24.5182259,54.5281113
"Manazil Al Barsha 01, Al Barsha 1, Al Barsha, Dubai",25.1140981,55.1964646
"Zone 4, Hydra Village, Abu Dhabi",24.547616,54.6998347
"Abdalla Al Ali Building, Al Raffa, Bur Dubai, Dubai",25.255825,55.2903718
"Arenco Building S3, Arenco Apartments, Dubai Investment Park (DIP), Dubai",24.9865614,55.1823852
"Al Marzouqi Tower A, Al Marzouqi Towers, Al Qasimia, Sharjah",25.3447738,55.3877992
"Ramada Hotel & Suites JBR, Jumeirah Beach Residence (JBR), Dubai",25.0769441,55.1341346
"Bay Square 10, Bay Square, Business Bay, Dubai",25.184929,55.2809568
"BOS Al Khan, Al Khan, Sharjah",25.3268566,55.374515
"Al Hudaiba Building, Al Hudaiba, Dubai",25.2409167,55.271222
"New Shahama, Al Shahama, Abu Dhabi",24.5248688,54.6835553
"Al Yarmook, Al Nahda (Sharjah), Sharjah",25.301838,55.3843347
"Tower 5, Al Reef Downtown, Al Reef, Abu Dhabi",24.4570255,54.6732983
"Ruby Residence, Dubai Silicon Oasis, Dubai",25.114897,55.3902848
"Golden Tower, Al Qusais 1, Al Qusais Residential Area, Al Qusais, Dubai",25.2768246,55.3781488
"Al Nahda Homes, Al Nahda 1, Al Nahda (Dubai), Dubai",25.2967905,55.366249
"Emerald Tower, Sheikh Khalifa Bin Zayed Street, Abu Dhabi",24.5182259,54.5281113
"Al Qusais 2, Al Qusais Residential Area, Al Qusais, Dubai",25.2693917,55.3876474
"Dania, Arjan, Dubai",25.0656728,55.2441092
"Al Masraf, Al Nud, Al Qasimia, Sharjah",25.3465281,55.3903707
"GGICO Qasimia 10, Al Mahatah, Sharjah",25.3483729,55.3960871
"B-09, China Cluster, International City, Dubai",25.1694034,55.4148825
"Central Park Tower, JVC District 12, Jumeirah Village Circle (JVC), Dubai",25.0601975,55.2093505
"U-05, Italy Cluster, International City, Dubai",25.1674029,55.4007923
"Zakher MAAM Residence, Al Najda Street, Abu Dhabi",24.4938665,54.3664398
"Cartel 333, Dubai Silicon Oasis, Dubai",25.1245491,55.4036464
"Taawun 5 Tiger Building, Industrial Area 1, Industrial Area, Sharjah",25.3168847,55.3850607
"Masaken Al Warqa 01, Al Warqaa 1, Al Warqaa, Dubai",25.1918375,55.4076406
"Al Khan 6 Tower, Al Khan, Sharjah",25.3116392,55.3762802
"Park Residences 1, DAMAC Hills, Dubai",24.9879316,55.3749762
"CBD-C08, Central Business District, International City, Dubai",25.1690029,55.4063075
"Art XVIII Tower, Business Bay, Dubai",25.1782588,55.2716502
"Al Karama Building, Al Nakhil, Ajman",25.4073843,55.4391602
"B-12, China Cluster, International City, Dubai",25.16939,55.4125142
"Oceana Atlantic, Oceana, Palm Jumeirah, Dubai",25.1113995,55.137291
"Madinat Badr, Muhaisnah 1, Muhaisnah, Dubai",25.2371298,55.4136814
"Al Marsoumy Building, International City Phase 2 (Warsan 4), International City, Dubai",25.1513458,55.3922678
"Sama Residence, Al Nahda 1, Al Nahda (Dubai), Dubai",25.2846044,55.3599689
"Masaken Al Muteena 03, Al Muteena, Deira, Dubai",25.2735558,55.3245132
"Spain Cluster, International City, Dubai",25.1651813,55.4021761
